Gene,Cerebrum,Cerebellum,Brainstem,Spinal cord,Kidney,Liver,Heart,Skeletal muscle,Adipose,Small intestine,Large intestine,Stomach,Placenta,Testis
Sco1,501187233.6272715,251188643.1509582,501187233.6272715,199526231.49688828,19905358.527674846,251188643.1509582,39810717.05534969,19905358.527674846,63095734.448019296,199526231.49688828,794328234.7242821,125892541.17941661,158489319.2461111,158489319.2461111
Atpif1,6309573444.801943,3162277660.1683793,7943282347.242822,5011872336.272715,5011872336.272715,630957344.4801943,39810717.05534969,10000000,1000000000,10000000000,15848931924.611109,7943282347.242822,3981071705.5349693,6309573444.801943
Chchd3,7943282347.242822,3162277660.1683793,10000000000,3981071705.5349693,5011872336.272715,3162277660.1683793,5011872336.272715,794328234.7242821,2511886431.509582,2511886431.509582,3981071705.5349693,3162277660.1683793,5011872336.272715,1584893192.4611108
Acad12,158489319.2461111,6294627.058970831,6294627.058970831,12589254.117941663,3981071705.5349693,316227766.01683795,2511886431.509582,316227766.01683795,1995262314.9688828,501187233.6272715,316227766.01683795,1000000000,125892541.17941661,501187233.6272715
Hibadh,794328234.7242821,398107170.5534969,1995262314.9688828,2511886431.509582,7943282347.242822,6309573444.801943,1584893192.4611108,251188643.1509582,10000000000,630957344.4801943,2511886431.509582,6309573444.801943,3162277660.1683793,5011872336.272715
Gatc,25118864.315095823,39810717.05534969,1581138.8300841898,10000000,50118723.36272725,1581138.8300841898,1581138.8300841898,1581138.8300841898,1581138.8300841898,1581138.8300841898,3162277.6601683795,1581138.8300841898,1581138.8300841898,15848931.924611142
Cox8b,125594321.5754791,125594321.5754791,125594321.5754791,125594321.5754791,125594321.5754791,125594321.5754791,125594321.5754791,251188643.1509582,125594321.5754791,125594321.5754791,125594321.5754791,125594321.5754791,125594321.5754791,125594321.5754791
Clpb,398107170.5534969,79432823.47242822,79432823.47242822,316227766.01683795,50118723.36272725,50118723.36272725,792446.5962305571,158489319.2461111,199526231.49688828,1584893.1924611141,50118723.36272725,125892541.17941661,199526231.49688828,2511886431.509582
Tmem126a,1584893192.4611108,1258925411.794166,1584893192.4611108,630957344.4801943,1995262314.9688828,794328234.7242821,251188643.1509582,398107170.5534969,630957344.4801943,398107170.5534969,1000000000,316227766.01683795,794328234.7242821,398107170.5534969
Aldh6a1,1995262314.9688828,1000000000,3981071705.5349693,794328234.7242821,100000000000,31622776601.683792,7943282347.242822,5011872336.272715,79432823472.42822,5011872336.272715,794328234.7242821,39810717055.34969,5011872336.272715,7943282347.242822
Mrps18c,39810717.05534969,125892541.17941661,15848931.924611142,1584893192.4611108,3971641.173621411,630957344.4801943,398107170.5534969,7943282.347242822,39810717.05534969,100000000,100000000,10000000,630957344.4801943,79432823.47242822
Pdk1,251188643.1509582,25118864.315095823,12589254.117941663,125892541.17941661,125892541.17941661,125892541.17941661,398107170.5534969,50118723.36272725,630957344.4801943,199526231.49688828,251188643.1509582,79432823.47242822,39810717.05534969,398107170.5534969
Ppif,1584893192.4611108,1258925411.794166,3981071705.5349693,1584893192.4611108,5011872336.272715,1584893192.4611108,7943282347.242822,316227766.01683795,501187233.6272715,1258925411.794166,5011872336.272715,1584893192.4611108,2511886431.509582,251188643.1509582
Lyrm4,794328234.7242821,398107170.5534969,794328234.7242821,501187233.6272715,1995262314.9688828,630957344.4801943,79432823.47242822,50118723.36272725,501187233.6272715,398107170.5534969,398107170.5534969,316227766.01683795,630957344.4801943,794328234.7242821
Ech1,251188643.1509582,31622776.60168379,158489319.2461111,158489319.2461111,3162277660.1683793,5011872336.272715,15848931924.611109,25118864.315095823,6309573444.801943,1995262314.9688828,2511886431.509582,794328234.7242821,3162277660.1683793,1584893192.4611108
Acaa2,1258925411.794166,501187233.6272715,1258925411.794166,1584893192.4611108,25118864315.09582,158489319246.11108,100000000000,5011872336.272715,15848931924.611109,39810717055.34969,15848931924.611109,15848931924.611109,15848931924.611109,15848931924.611109
Ndufa7,3162277660.1683793,1584893192.4611108,3981071705.5349693,3162277660.1683793,3162277660.1683793,1995262314.9688828,2511886431.509582,630957344.4801943,1584893192.4611108,2511886431.509582,2511886431.509582,3162277660.1683793,3162277660.1683793,1584893192.4611108
Mrpl35,19905358.527674846,19905358.527674846,19905358.527674846,19905358.527674846,19905358.527674846,19905358.527674846,19905358.527674846,19905358.527674846,19905358.527674846,19905358.527674846,39810717.05534969,19905358.527674846,19905358.527674846,79432823.47242822
Pccb,1584893192.4611108,630957344.4801943,1000000000,630957344.4801943,10000000000,5011872336.272715,3981071705.5349693,2511886431.509582,15848931924.611109,2511886431.509582,3162277660.1683793,10000000000,2511886431.509582,3981071705.5349693
Mrpl20,199526231.49688828,100000000,100000000,50118723.36272725,7924465.962305571,199526231.49688828,39810717.05534969,15848931.924611142,199526231.49688828,251188643.1509582,630957344.4801943,50118723.36272725,398107170.5534969,316227766.01683795
Timm17a,31622776.60168379,15848931.924611142,12589254.117941663,25118864.315095823,199526231.49688828,39810717.05534969,50118723.36272725,25118864.315095823,125892541.17941661,25118864.315095823,125892541.17941661,39810717.05534969,316227766.01683795,125892541.17941661
Timm22,630957344.4801943,398107170.5534969,398107170.5534969,316227766.01683795,158489319.2461111,100000000,19952623.149688788,6309573.44480193,158489319.2461111,79432823.47242822,316227766.01683795,63095734.448019296,125892541.17941661,100000000
Mrpl54,31622776.60168379,19952623.149688788,25118864.315095823,12589254.117941663,125892541.17941661,100000000,2505936.1681363625,5011872.336272725,50118723.36272725,79432823.47242822,199526231.49688828,10000000,158489319.2461111,79432823.47242822
Tomm22,5011872336.272715,3162277660.1683793,2511886431.509582,794328234.7242821,3162277660.1683793,199526231.49688828,1258925411.794166,251188643.1509582,1584893192.4611108,199526231.49688828,2511886431.509582,398107170.5534969,1584893192.4611108,2511886431.509582
Crat,794328234.7242821,398107170.5534969,794328234.7242821,501187233.6272715,5011872336.272715,501187233.6272715,12589254117.941662,10000000000,10000000000,1258925411.794166,1000000000,1584893192.4611108,630957344.4801943,10000000000
Mrps5,12589254.117941663,3971641.173621411,3971641.173621411,3971641.173621411,199526231.49688828,125892541.17941661,316227766.01683795,7943282.347242822,100000000,199526231.49688828,398107170.5534969,125892541.17941661,316227766.01683795,50118723.36272725
Dhtkd1,7943282.347242822,3971641.173621411,3971641.173621411,3971641.173621411,1995262314.9688828,1258925411.794166,3971641.173621411,3971641.173621411,1000000000,3971641.173621411,3971641.173621411,3971641.173621411,158489319.2461111,501187233.6272715
Tmem70,125892541.17941661,50118723.36272725,199526231.49688828,39810717.05534969,15811388.300841896,39810717.05534969,39810717.05534969,39810717.05534969,100000000,63095734.448019296,100000000,39810717.05534969,31622776.60168379,50118723.36272725
Alkbh7,5000000,19952623.149688788,10000000,5000000,5000000,5000000,5000000,5000000,5000000,5000000,25118864.315095823,5000000,5000000,39810717.05534969
Mrps22,251188643.1509582,199526231.49688828,501187233.6272715,19952623.149688788,794328234.7242821,39810717.05534969,125892541.17941661,199526231.49688828,501187233.6272715,630957344.4801943,1258925411.794166,100000000,1584893192.4611108,316227766.01683795
Uqcrb,12589254117.941662,7943282347.242822,19952623149.688828,3981071705.5349693,25118864315.09582,12589254117.941662,7943282347.242822,3162277660.1683793,7943282347.242822,15848931924.611109,12589254117.941662,7943282347.242822,6309573444.801943,7943282347.242822
Cox7c,5011872336.272715,2511886431.509582,2511886431.509582,316227766.01683795,794328234.7242821,1258925411.794166,316227766.01683795,316227766.01683795,1000000000,3162277660.1683793,19952623.149688788,1995262314.9688828,1258925411.794166,1995262314.9688828
Ndufaf1,5000000,15848931.924611142,31622776.60168379,100000000,5000000,5000000,25118864.315095823,5000000,316227766.01683795,10000000,251188643.1509582,10000000,100000000,125892541.17941661
Acad8,100000000,25118864.315095823,158489319.2461111,39810717.05534969,5011872336.272715,1258925411.794166,100000000,630957344.4801943,1584893192.4611108,251188643.1509582,1258925411.794166,1995262314.9688828,1258925411.794166,1995262314.9688828
Wars2,39810717.05534969,31622776.60168379,63095734.448019296,7924465.962305571,125892541.17941661,7924465.962305571,7924465.962305571,15848931.924611142,31622776.60168379,7924465.962305571,199526231.49688828,7924465.962305571,63095734.448019296,63095734.448019296
Mrps34,1000000000,794328234.7242821,1258925411.794166,398107170.5534969,501187233.6272715,316227766.01683795,125892541.17941661,5011872.336272725,251188643.1509582,316227766.01683795,501187233.6272715,79432823.47242822,1258925411.794166,316227766.01683795
Ndufv3,199526231.49688828,100000000,398107170.5534969,630957344.4801943,1584893192.4611108,199526231.49688828,10000000,25118864.315095823,1584893192.4611108,501187233.6272715,630957344.4801943,501187233.6272715,125892541.17941661,316227766.01683795
Ndufb2,1584893192.4611108,630957344.4801943,1584893192.4611108,398107170.5534969,1995262314.9688828,630957344.4801943,794328234.7242821,251188643.1509582,501187233.6272715,501187233.6272715,1258925411.794166,794328234.7242821,398107170.5534969,398107170.5534969
Slc25a12,79432823472.42822,39810717055.34969,79432823472.42822,39810717055.34969,31622776601.683792,7943282347.242822,19952623149.688828,79432823472.42822,3162277660.1683793,3981071705.5349693,7943282347.242822,7943282347.242822,12589254117.941662,2511886431.509582
Slc25a5,100000000000,79432823472.42822,158489319246.11108,125892541179.41661,158489319246.11108,50118723362.72715,158489319246.11108,50118723362.72715,79432823472.42822,199526231496.88828,125892541179.41661,125892541179.41661,100000000000,50118723362.72715
Mrps21,158489319.2461111,158489319.2461111,199526231.49688828,50118723.36272725,251188643.1509582,158489319.2461111,15848931.924611142,10000000,100000000,316227766.01683795,501187233.6272715,63095734.448019296,199526231.49688828,100000000
Msrb2,316227766.01683795,199526231.49688828,501187233.6272715,199526231.49688828,316227766.01683795,39810717.05534969,100000000,50118723.36272725,199526231.49688828,19905358.527674846,100000000,79432823.47242822,79432823.47242822,50118723.36272725
Glrx5,398107170.5534969,316227766.01683795,501187233.6272715,398107170.5534969,1584893192.4611108,1584893192.4611108,158489319.2461111,100000000,1258925411.794166,1000000000,1000000000,630957344.4801943,1584893192.4611108,794328234.7242821
Coq10b,19952623.149688788,10000000,39810717.05534969,3162277.6601683795,1581138.8300841898,15848931.924611142,125892541.17941661,79432823.47242822,50118723.36272725,1581138.8300841898,10000000,19952623.149688788,6309573.44480193,1581138.8300841898
Slc25a30,15848931.924611142,19952623.149688788,6294627.058970831,6294627.058970831,6294627.058970831,12589254.117941663,6294627.058970831,6294627.058970831,6294627.058970831,6294627.058970831,6294627.058970831,6294627.058970831,31622776.60168379,501187233.6272715
Slc25a13,10000000000,3981071705.5349693,10000000000,7943282347.242822,39810717055.34969,50118723362.72715,12589254117.941662,10000000000,794328234.7242821,1995262314.9688828,6309573444.801943,3981071705.5349693,7943282347.242822,5011872336.272715
Slc25a10,199526231.49688828,100000000,316227766.01683795,794328234.7242821,7943282347.242822,7943282347.242822,50000000,50000000,10000000000,3981071705.5349693,3162277660.1683793,316227766.01683795,3162277660.1683793,1584893192.4611108
Cox7a1,50118723.36272725,7924465.962305571,100000000,19952623.149688788,158489319.2461111,25118864.315095823,1000000000,1000000000,158489319.2461111,1258925411.794166,15848931.924611142,1584893192.4611108,31622776.60168379,199526231.49688828
Slc25a19,12559432.157547912,25118864.315095823,12559432.157547912,39810717.05534969,12559432.157547912,12559432.157547912,12559432.157547912,12559432.157547912,158489319.2461111,12559432.157547912,12559432.157547912,12559432.157547912,12559432.157547912,100000000
Smdt1,501187233.6272715,125892541.17941661,39810717.05534969,7943282.347242822,19952623.149688788,3971641.173621411,3971641.173621411,3971641.173621411,15848931.924611142,398107170.5534969,63095734.448019296,31622776.60168379,79432823.47242822,10000000
Mrpl22,630957344.4801943,251188643.1509582,630957344.4801943,158489319.2461111,794328234.7242821,316227766.01683795,158489319.2461111,100000000,398107170.5534969,398107170.5534969,1584893192.4611108,158489319.2461111,630957344.4801943,199526231.49688828
Mrps10,316227766.01683795,158489319.2461111,251188643.1509582,125892541.17941661,251188643.1509582,199526231.49688828,79432823.47242822,63095734.448019296,398107170.5534969,316227766.01683795,1000000000,39810717.05534969,251188643.1509582,125892541.17941661
Afg3l1,316227766.01683795,501187233.6272715,501187233.6272715,316227766.01683795,1584893192.4611108,501187233.6272715,158489319.2461111,125892541.17941661,630957344.4801943,501187233.6272715,630957344.4801943,251188643.1509582,501187233.6272715,398107170.5534969
Fdxr,15811388.300841896,15811388.300841896,15811388.300841896,31622776.60168379,79432823.47242822,316227766.01683795,15811388.300841896,15811388.300841896,251188643.1509582,398107170.5534969,398107170.5534969,316227766.01683795,1995262314.9688828,5011872336.272715
Slirp,630957344.4801943,199526231.49688828,251188643.1509582,501187233.6272715,1584893192.4611108,1584893192.4611108,316227766.01683795,125892541.17941661,794328234.7242821,1258925411.794166,1995262314.9688828,794328234.7242821,1584893192.4611108,501187233.6272715
Poldip2,125892541.17941661,158489319.2461111,316227766.01683795,39810717.05534969,794328234.7242821,316227766.01683795,50118723.36272725,158489319.2461111,1000000000,125892541.17941661,398107170.5534969,125892541.17941661,1995262314.9688828,1000000000
Acsf3,398107170.5534969,158489319.2461111,316227766.01683795,630957344.4801943,1995262314.9688828,398107170.5534969,251188643.1509582,100000000,1584893192.4611108,794328234.7242821,1258925411.794166,1000000000,316227766.01683795,50118723.36272725
